"idplayer","idseason","idteam","age","league","position","games","gamesstarter","minutesplayed","fieldgoals","fgattempts","fgperc","3PTSFG","3PFGAttempts","3PFGPerc","2PtsFG","2PFGAttempts","2PFGPerc","effectivegoalperc","freethrows","freethrowsattempts","ftperc","offrbds","defrbds","totalrbds","assists","steals","blocks","turnovers","fouls","points","tripledouble"
133,56,61,23,"ABA","C",71,NULL,1145,159,353,0.45,2,8,0.25,157,345,0.455,0.453,77,127,0.606,124,244,368,34,NULL,NULL,98,150,397,NULL
133,58,61,22,"ABA","C",73,NULL,1027,174,382,0.455,0,3,0,174,379,0.459,0.455,79,132,0.598,112,225,337,40,NULL,NULL,108,119,427,NULL
134,12,15,30,"NBA","PG",17,0,211,26,64,0.406,13,39,0.333,13,25,0.52,0.508,7,10,0.7,2,16,18,18,11,1,12,35,72,0
134,13,22,29,"NBA","PG",49,2,1070,139,404,0.344,50,182,0.275,89,222,0.401,0.406,64,86,0.744,16,103,119,157,44,9,106,112,392,0
134,13,30,29,"NBA","PG",21,14,726,130,330,0.394,47,145,0.324,83,185,0.449,0.465,56,67,0.836,6,64,70,117,30,12,71,76,363,0
134,13,31,29,"NBA","PG",70,16,1796,269,734,0.366,97,327,0.297,172,407,0.423,0.433,120,153,0.784,22,167,189,274,74,21,177,188,755,0
134,14,30,28,"NBA","PG",32,32,1169,253,616,0.411,63,181,0.348,190,435,0.437,0.462,153,207,0.739,17,116,133,230,41,9,117,95,722,1
134,15,30,27,"NBA","PG",2,2,63,6,23,0.261,2,7,0.286,4,16,0.25,0.304,12,16,0.75,1,8,9,20,0,1,1,4,26,0
134,16,30,26,"NBA","PG",13,8,425,78,196,0.398,22,78,0.282,56,118,0.475,0.454,74,96,0.771,6,45,51,66,23,1,49,30,252,0
134,17,30,25,"NBA","PG",74,73,2942,647,1548,0.418,205,584,0.351,442,964,0.459,0.484,606,718,0.844,61,277,338,443,139,13,236,249,2105,0
134,18,30,24,"NBA","PG",80,80,3384,746,1668,0.447,199,540,0.369,547,1128,0.485,0.507,655,799,0.82,59,221,280,484,161,25,297,286,2346,0
134,19,30,23,"NBA","PG",80,80,3274,656,1523,0.431,205,562,0.365,451,961,0.469,0.498,521,640,0.814,83,295,378,411,139,23,242,245,2038,0
134,20,30,22,"NBA","PG",55,52,2066,358,914,0.392,125,333,0.375,233,581,0.401,0.46,237,317,0.748,55,199,254,275,103,12,226,176,1078,3
134,21,10,21,"NBA","PG",82,82,2866,509,1180,0.431,109,313,0.348,400,867,0.461,0.478,370,468,0.791,97,289,386,514,124,17,290,260,1497,0
134,22,10,20,"NBA","PG",47,30,1155,174,384,0.453,39,113,0.345,135,271,0.498,0.504,124,160,0.775,41,91,132,174,69,11,97,115,511,0
135,2,14,36,"NBA","SF",24,11,462,33,99,0.333,20,74,0.27,13,25,0.52,0.434,10,18,0.556,10,72,82,27,13,6,11,20,96,0
135,3,16,35,"NBA","SF",30,27,841,99,241,0.411,50,143,0.35,49,98,0.5,0.515,34,44,0.773,27,117,144,55,31,18,21,55,282,0
135,4,25,34,"NBA","SF",21,21,702,78,159,0.491,34,85,0.4,44,74,0.595,0.597,41,47,0.872,13,87,100,41,34,8,28,48,231,0
135,4,26,34,"NBA","SF",32,0,791,64,165,0.388,43,122,0.352,21,43,0.488,0.518,21,27,0.778,21,125,146,50,35,7,28,63,192,0
135,4,31,34,"NBA","SF",53,21,1493,142,324,0.438,77,207,0.372,65,117,0.556,0.557,62,74,0.838,34,212,246,91,69,15,56,111,423,0
135,5,24,33,"NBA","SF",26,26,884,86,227,0.379,50,139,0.36,36,88,0.409,0.489,36,43,0.837,16,129,145,87,38,8,39,44,258,0
135,5,30,33,"NBA","SF",43,43,1465,208,509,0.409,95,295,0.322,113,214,0.528,0.502,94,121,0.777,34,192,226,165,53,13,67,86,605,0
135,5,31,33,"NBA","SF",69,69,2349,294,736,0.399,145,434,0.334,149,302,0.493,0.498,130,164,0.793,50,321,371,252,91,21,106,130,863,0
135,6,11,32,"NBA","SF",67,67,2269,268,651,0.412,170,462,0.368,98,189,0.519,0.542,76,89,0.854,33,261,294,105,98,13,52,132,782,0
135,7,11,31,"NBA","SF",80,80,2773,326,798,0.409,191,555,0.344,135,243,0.556,0.528,93,126,0.738,54,404,458,175,147,20,73,133,936,0
135,8,11,30,"NBA","SF",81,81,2859,357,859,0.416,185,499,0.371,172,360,0.478,0.523,126,161,0.783,67,299,366,188,160,26,113,177,1025,0
135,9,11,29,"NBA","SF",82,82,2930,366,910,0.402,194,555,0.35,172,355,0.485,0.509,122,143,0.853,77,382,459,209,152,17,141,186,1048,0
135,10,30,28,"NBA","SF",77,77,2723,389,853,0.456,180,442,0.407,209,411,0.509,0.562,149,193,0.772,99,376,475,191,126,20,132,179,1107,0
135,11,30,27,"NBA","SF",56,15,1471,188,451,0.417,76,209,0.364,112,242,0.463,0.501,78,95,0.821,44,222,266,113,72,20,84,72,530,0
135,12,50,26,"NBA","SF",41,41,1350,168,403,0.417,29,87,0.333,139,316,0.44,0.453,79,102,0.775,41,174,215,135,69,25,76,73,444,0
135,13,50,25,"NBA","SF",75,75,2600,303,762,0.398,82,271,0.303,221,491,0.45,0.451,138,197,0.701,61,347,408,162,120,31,118,180,826,0
135,14,11,24,"NBA","SF",72,71,2629,394,999,0.394,136,407,0.334,258,592,0.436,0.462,148,228,0.649,78,325,403,276,126,40,161,162,1072,1
135,15,14,23,"NBA","SF",82,20,1999,274,596,0.46,61,191,0.319,213,405,0.526,0.511,120,169,0.71,111,241,352,145,137,24,87,166,729,0
135,16,14,22,"NBA","SF",24,3,431,55,105,0.524,5,15,0.333,50,90,0.556,0.548,41,60,0.683,25,59,84,36,26,8,18,36,156,0
135,16,22,22,"NBA","SF",11,0,115,14,31,0.452,0,3,0,14,28,0.5,0.452,8,15,0.533,5,19,24,8,5,3,5,9,36,0
135,16,31,22,"NBA","SF",35,3,546,69,136,0.507,5,18,0.278,64,118,0.542,0.526,49,75,0.653,30,78,108,44,31,11,23,45,192,0
135,17,22,21,"NBA","SG",57,7,1278,200,371,0.539,0,7,0,200,364,0.549,0.539,106,171,0.62,98,151,249,65,59,19,84,134,506,0
135,18,20,20,"NBA","SF",36,10,709,61,146,0.418,1,3,0.333,60,143,0.42,0.421,42,77,0.545,49,88,137,46,43,9,46,78,165,0
135,18,22,20,"NBA","SF",21,0,290,32,80,0.4,0,2,0,32,78,0.41,0.4,35,50,0.7,29,52,81,15,14,2,16,22,99,0
135,18,31,20,"NBA","SF",57,10,999,93,226,0.412,1,5,0.2,92,221,0.416,0.414,77,127,0.606,78,140,218,61,57,11,62,100,264,0
135,19,20,19,"NBA","SF",80,12,1382,172,389,0.442,3,13,0.231,169,376,0.449,0.446,121,174,0.695,89,153,242,85,70,18,73,150,468,0
136,71,67,33,"NBA","SF",78,NULL,2785,611,1490,0.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,484,601,0.805,NULL,NULL,527,201,NULL,NULL,NULL,307,1706,NULL
136,72,67,32,"NBA","SF",79,NULL,2935,650,1529,0.425,NULL,NULL,NULL,NULL,NULL,NULL,NULL,532,639,0.833,NULL,NULL,681,188,NULL,NULL,NULL,335,1832,NULL
136,73,67,31,"NBA","SF",72,NULL,2618,593,1400,0.424,NULL,NULL,NULL,NULL,NULL,NULL,NULL,420,526,0.798,NULL,NULL,621,165,NULL,NULL,NULL,263,1606,NULL
136,74,67,30,"NBA","SF",70,NULL,2799,632,1466,0.431,NULL,NULL,NULL,NULL,NULL,NULL,NULL,587,722,0.813,NULL,NULL,637,119,NULL,NULL,NULL,264,1851,NULL
136,75,67,29,"NBA","SF",68,NULL,2377,483,1229,0.393,NULL,NULL,NULL,NULL,NULL,NULL,NULL,440,544,0.809,NULL,NULL,503,135,NULL,NULL,NULL,235,1406,NULL
136,76,67,28,"NBA","SF",71,NULL,2767,613,1451,0.422,NULL,NULL,NULL,NULL,NULL,NULL,NULL,591,713,0.829,NULL,NULL,561,150,NULL,NULL,NULL,274,1817,NULL
136,77,67,27,"NBA","SF",72,NULL,2724,617,1378,0.448,NULL,NULL,NULL,NULL,NULL,NULL,NULL,507,626,0.81,NULL,NULL,539,189,NULL,NULL,NULL,282,1741,NULL
136,78,67,26,"NBA","SF",72,NULL,2953,529,1325,0.399,NULL,NULL,NULL,NULL,NULL,NULL,NULL,454,585,0.776,NULL,NULL,675,210,NULL,NULL,NULL,270,1512,NULL
136,81,67,23,"NBA","SF",66,NULL,2939,548,1222,0.448,NULL,NULL,NULL,NULL,NULL,NULL,NULL,578,707,0.818,NULL,NULL,745,170,NULL,NULL,NULL,250,1674,NULL
136,82,67,22,"NBA","SF",65,NULL,NULL,352,864,0.407,NULL,NULL,NULL,NULL,NULL,NULL,NULL,417,526,0.793,NULL,NULL,640,138,NULL,NULL,NULL,284,1121,NULL
137,36,26,22,"NBA","SF",9,0,85,14,43,0.326,0,0,NULL,14,43,0.326,0.326,6,8,0.75,6,7,13,8,3,4,4,16,34,NULL
138,24,5,32,"NBA","PG",27,18,583,83,186,0.446,13,29,0.448,70,157,0.446,0.481,22,25,0.88,2,45,47,78,7,1,40,34,201,NULL
138,25,4,31,"NBA","PG",10,1,178,21,43,0.488,6,8,0.75,15,35,0.429,0.558,9,10,0.9,1,15,16,27,3,0,10,16,57,NULL
138,25,22,31,"NBA","PG",22,0,180,19,45,0.422,1,7,0.143,18,38,0.474,0.433,9,11,0.818,1,22,23,34,9,0,15,15,48,NULL
138,25,31,31,"NBA","PG",32,1,358,40,88,0.455,7,15,0.467,33,73,0.452,0.494,18,21,0.857,2,37,39,61,12,0,25,31,105,NULL
138,26,4,30,"NBA","PG",62,0,772,99,194,0.51,9,34,0.265,90,160,0.563,0.534,37,43,0.86,12,57,69,144,25,0,35,68,244,NULL
138,26,10,30,"NBA","PG",4,0,59,6,19,0.316,0,1,0,6,18,0.333,0.316,5,7,0.714,4,3,7,6,4,0,7,6,17,NULL
138,26,31,30,"NBA","PG",66,0,831,105,213,0.493,9,35,0.257,96,178,0.539,0.514,42,50,0.84,16,60,76,150,29,0,42,74,261,NULL
138,27,10,29,"NBA","PG",49,17,1020,148,327,0.453,25,90,0.278,123,237,0.519,0.491,68,79,0.861,7,67,74,126,25,2,53,56,389,NULL
138,28,10,28,"NBA","PG",82,64,2262,340,727,0.468,98,207,0.473,242,520,0.465,0.535,234,279,0.839,22,162,184,401,68,6,128,147,1012,NULL
138,29,5,27,"NBA","PG",82,82,2577,418,894,0.468,108,253,0.427,310,641,0.484,0.528,206,233,0.884,25,161,186,244,84,8,103,159,1150,NULL
138,30,5,26,"NBA","PG",82,82,2770,479,1007,0.476,60,135,0.444,419,872,0.481,0.505,194,227,0.855,28,142,170,323,80,9,131,147,1212,NULL
138,31,5,25,"NBA","PG",82,74,2492,408,818,0.499,63,139,0.453,345,679,0.508,0.537,130,151,0.861,27,122,149,330,66,6,83,169,1009,NULL
138,32,5,24,"NBA","PG",82,3,1875,335,697,0.481,35,87,0.402,300,610,0.492,0.506,104,129,0.806,19,126,145,266,46,5,94,88,809,NULL
138,33,5,23,"NBA","PG",82,0,1731,304,632,0.481,15,30,0.5,289,602,0.48,0.493,97,111,0.874,25,124,149,301,70,4,107,118,720,NULL
138,34,5,22,"NBA","PG",81,0,1291,190,392,0.485,3,6,0.5,187,386,0.484,0.489,69,78,0.885,19,83,102,199,46,6,83,105,452,NULL
139,76,67,23,"NBA","none",19,NULL,110,11,37,0.297,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,12,0.5,NULL,NULL,39,3,NULL,NULL,NULL,13,28,NULL
140,20,44,23,"NBA","SG",56,0,434,65,175,0.371,19,52,0.365,46,123,0.374,0.426,2,4,0.5,12,31,43,14,12,2,24,49,151,NULL
140,21,44,22,"NBA","SG",17,0,69,9,27,0.333,1,6,0.167,8,21,0.381,0.352,5,6,0.833,0,4,4,2,3,1,5,8,24,NULL
140,22,44,21,"NBA","SG",35,0,196,27,85,0.318,5,17,0.294,22,68,0.324,0.347,5,10,0.5,10,6,16,8,7,1,8,26,64,NULL
141,82,68,32,"NBA","none",38,NULL,NULL,72,232,0.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58,90,0.644,NULL,NULL,89,77,NULL,NULL,NULL,97,202,NULL
141,83,68,31,"NBA","none",63,NULL,NULL,144,516,0.279,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170,241,0.705,NULL,NULL,NULL,176,NULL,NULL,NULL,217,458,NULL
141,84,68,30,"BAA","none",52,NULL,NULL,131,428,0.306,NULL,NULL,NULL,NULL,NULL,NULL,NULL,118,169,0.698,NULL,NULL,NULL,105,NULL,NULL,NULL,152,380,NULL
142,16,44,39,"NBA","PG",50,2,549,40,110,0.364,23,69,0.333,17,41,0.415,0.468,20,30,0.667,17,50,67,73,28,2,41,53,123,NULL
142,17,12,38,"NBA","PG",81,4,1275,156,377,0.414,72,214,0.336,84,163,0.515,0.509,73,93,0.785,34,101,135,191,70,6,76,102,457,NULL
142,18,7,37,"NBA","PG",62,2,622,43,128,0.336,11,48,0.229,32,80,0.4,0.379,33,42,0.786,18,63,81,86,27,3,58,71,130,NULL
142,19,7,36,"NBA","PG",52,7,576,36,118,0.305,11,41,0.268,25,77,0.325,0.352,39,47,0.83,19,48,67,113,30,6,39,62,122,NULL
142,19,31,36,"NBA","PG",66,16,988,89,277,0.321,28,111,0.252,61,166,0.367,0.372,58,68,0.853,35,80,115,178,45,8,67,92,264,NULL
142,19,50,36,"NBA","PG",14,9,412,53,159,0.333,17,70,0.243,36,89,0.404,0.387,19,21,0.905,16,32,48,65,15,2,28,30,142,NULL
142,20,50,35,"NBA","PG",79,22,2247,291,736,0.395,135,429,0.315,156,307,0.508,0.487,123,144,0.854,63,163,226,311,133,16,155,148,840,NULL
142,21,22,34,"NBA","PG",82,23,2350,263,643,0.409,78,232,0.336,185,411,0.45,0.47,165,188,0.878,91,204,295,323,135,13,160,167,769,NULL
142,22,22,33,"NBA","PG",82,79,2730,347,828,0.419,139,398,0.349,208,430,0.484,0.503,182,205,0.888,83,236,319,453,157,10,175,166,1015,NULL
142,23,22,32,"NBA","PG",75,75,2767,413,1002,0.412,143,403,0.355,270,599,0.451,0.484,220,249,0.884,94,249,343,524,135,13,200,155,1189,NULL
142,24,22,31,"NBA","PG",82,82,2590,484,1119,0.433,137,403,0.34,347,716,0.485,0.494,225,247,0.911,65,205,270,501,169,9,248,137,1330,NULL
142,25,22,30,"NBA","PG",50,15,1502,230,522,0.441,69,189,0.365,161,333,0.483,0.507,161,178,0.904,53,127,180,335,108,4,158,90,690,NULL
142,26,22,29,"NBA","PG",48,17,1236,156,380,0.411,25,68,0.368,131,312,0.42,0.443,105,123,0.854,65,94,159,236,58,5,112,96,442,NULL
142,27,22,28,"NBA","PG",67,0,1010,132,345,0.383,55,181,0.304,77,164,0.47,0.462,92,106,0.868,35,41,76,175,61,9,99,114,411,NULL
142,28,22,27,"NBA","PG",13,0,41,16,32,0.5,6,12,0.5,10,20,0.5,0.594,4,4,1,0,2,2,5,6,0,6,4,42,NULL
142,29,22,26,"NBA","PG",3,0,8,3,8,0.375,2,6,0.333,1,2,0.5,0.5,2,2,1,1,0,1,3,1,0,1,3,10,NULL
143,10,10,29,"NBA","C",15,1,97,9,19,0.474,0,0,NULL,9,19,0.474,0.474,7,16,0.438,19,28,47,5,4,4,6,11,25,NULL
143,13,1,26,"NBA","C",12,0,76,6,12,0.5,1,1,1,5,11,0.455,0.542,2,10,0.2,3,14,17,4,3,5,3,9,15,NULL
143,13,30,26,"NBA","C",41,2,412,31,64,0.484,1,3,0.333,30,61,0.492,0.492,14,23,0.609,39,75,114,10,15,16,25,75,77,NULL
143,13,31,26,"NBA","C",53,2,488,37,76,0.487,2,4,0.5,35,72,0.486,0.5,16,33,0.485,42,89,131,14,18,21,28,84,92,NULL
143,14,11,25,"NBA","C",9,0,40,5,17,0.294,0,1,0,5,16,0.313,0.294,0,2,0,5,1,6,3,5,0,5,10,10,NULL
143,14,26,25,"NBA","C",6,0,56,4,12,0.333,0,0,NULL,4,12,0.333,0.333,2,2,1,5,9,14,2,2,4,4,5,10,NULL
143,14,31,25,"NBA","C,PF",33,0,335,28,79,0.354,0,1,0,28,78,0.359,0.354,15,32,0.469,27,54,81,21,15,12,22,59,71,NULL
143,14,50,25,"NBA","PF",18,0,239,19,50,0.38,0,0,NULL,19,50,0.38,0.38,13,28,0.464,17,44,61,16,8,8,13,44,51,NULL
143,15,50,24,"NBA","C",70,29,1092,138,246,0.561,0,2,0,138,244,0.566,0.561,62,98,0.633,81,114,195,29,26,45,80,181,338,NULL
143,16,50,23,"NBA","C",65,3,732,67,148,0.453,0,0,NULL,67,148,0.453,0.453,44,70,0.629,65,98,163,23,15,34,59,130,178,NULL
143,17,55,22,"NBA","C",56,5,634,68,125,0.544,0,0,NULL,68,125,0.544,0.544,40,67,0.597,58,91,149,10,12,26,35,79,176,NULL
144,45,5,23,"NBA","SG",26,NULL,259,28,70,0.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,13,0.769,7,13,20,31,10,0,21,22,66,NULL
144,46,5,22,"NBA","SG",66,NULL,716,131,280,0.468,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,27,0.815,24,44,68,74,23,0,58,42,284,NULL
145,77,68,22,"NBA","PF",31,NULL,409,52,164,0.317,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43,69,0.623,NULL,NULL,170,18,NULL,NULL,NULL,60,147,NULL
146,67,32,27,"NBA","none",3,NULL,14,1,6,0.167,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,0,0,NULL,NULL,NULL,3,2,NULL
146,68,32,26,"NBA","SG",63,NULL,662,91,245,0.371,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56,75,0.747,NULL,NULL,62,68,NULL,NULL,NULL,125,238,NULL
146,69,32,25,"NBA","PG",48,NULL,501,71,196,0.362,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42,54,0.778,NULL,NULL,54,71,NULL,NULL,NULL,105,184,NULL
147,52,48,26,"ABA","SF",20,NULL,149,24,48,0.5,1,1,1,23,47,0.489,0.51,7,9,0.778,10,10,20,3,3,2,8,11,56,NULL
147,54,48,25,"ABA","SF",23,NULL,111,20,38,0.526,0,3,0,20,35,0.571,0.526,6,8,0.75,11,12,23,3,NULL,NULL,0,12,46,NULL
147,58,32,23,"NBA","SF",55,NULL,594,128,277,0.462,NULL,NULL,NULL,128,277,0.462,0.462,45,52,0.865,NULL,NULL,152,24,NULL,NULL,NULL,54,301,NULL
147,60,61,22,"ABA","SF",13,NULL,98,19,48,0.396,0,1,0,19,47,0.404,0.396,2,6,0.333,12,10,22,5,NULL,NULL,8,11,40,NULL
148,13,2,31,"NBA","PG",15,1,190,11,35,0.314,3,5,0.6,8,30,0.267,0.357,11,12,0.917,7,16,23,25,7,0,17,11,36,NULL
148,13,16,31,"NBA","PG",49,42,995,109,238,0.458,28,64,0.438,81,174,0.466,0.517,28,35,0.8,13,67,80,100,14,1,43,60,274,NULL
148,13,31,31,"NBA","PG",64,43,1185,120,273,0.44,31,69,0.449,89,204,0.436,0.496,39,47,0.83,20,83,103,125,21,1,60,71,310,NULL
148,14,16,30,"NBA","PG",72,35,1585,178,375,0.475,7,25,0.28,171,350,0.489,0.484,76,90,0.844,26,104,130,225,36,6,54,102,439,NULL
148,16,22,28,"NBA","PG",62,20,1269,157,348,0.451,29,84,0.345,128,264,0.485,0.493,87,102,0.853,10,103,113,219,26,2,77,85,430,NULL
148,17,22,27,"NBA","PG",72,5,1304,203,478,0.425,14,51,0.275,189,427,0.443,0.439,132,166,0.795,31,103,134,202,39,2,90,131,552,NULL
148,18,9,26,"NBA","PG",50,0,600,57,157,0.363,2,6,0.333,55,151,0.364,0.369,42,58,0.724,24,46,70,155,19,3,45,77,158,NULL
148,18,22,26,"NBA","SG",27,0,594,111,221,0.502,5,14,0.357,106,207,0.512,0.514,64,79,0.81,9,51,60,77,19,1,38,42,291,NULL
148,18,31,26,"NBA","PG,SG",77,0,1194,168,378,0.444,7,20,0.35,161,358,0.45,0.454,106,137,0.774,33,97,130,232,38,4,83,119,449,NULL
148,19,9,25,"NBA","PG",40,0,706,74,197,0.376,1,12,0.083,73,185,0.395,0.378,66,86,0.767,15,43,58,128,24,1,52,76,215,NULL
148,19,29,25,"NBA","PG",30,16,742,93,232,0.401,7,18,0.389,86,214,0.402,0.416,53,63,0.841,11,35,46,152,20,3,55,67,246,NULL
148,19,31,25,"NBA","PG",70,16,1448,167,429,0.389,8,30,0.267,159,399,0.398,0.399,119,149,0.799,26,78,104,280,44,4,107,143,461,NULL
148,20,29,24,"NBA","PG",71,71,2008,339,768,0.441,38,117,0.325,301,651,0.462,0.466,181,225,0.804,41,144,185,355,63,5,156,165,897,NULL
148,21,29,23,"NBA","PG",44,0,287,50,109,0.459,3,7,0.429,47,102,0.461,0.472,18,22,0.818,11,15,26,53,12,1,30,28,121,NULL
148,22,8,22,"NBA","PG",20,1,275,36,82,0.439,0,2,0,36,80,0.45,0.439,9,12,0.75,9,19,28,49,5,1,11,18,81,NULL
148,22,28,22,"NBA","PG",17,0,96,13,29,0.448,0,0,NULL,13,29,0.448,0.448,4,6,0.667,3,9,12,21,6,0,12,12,30,NULL
148,22,31,22,"NBA","PG",37,1,371,49,111,0.441,0,2,0,49,109,0.45,0.441,13,18,0.722,12,28,40,70,11,1,23,30,111,NULL
149,6,8,29,"NBA","PF",19,1,141,22,47,0.468,8,23,0.348,14,24,0.583,0.553,2,3,0.667,3,12,15,9,8,3,15,22,54,NULL
149,7,8,28,"NBA","PF",41,7,639,95,215,0.442,53,117,0.453,42,98,0.429,0.565,19,22,0.864,25,87,112,42,19,21,36,76,262,NULL
149,8,8,27,"NBA","PF",70,16,1516,221,489,0.452,45,117,0.385,176,372,0.473,0.498,40,53,0.755,86,207,293,96,53,48,66,185,527,NULL
149,9,8,26,"NBA","PF",58,4,988,155,384,0.404,26,110,0.236,129,274,0.471,0.438,46,59,0.78,53,118,171,57,48,26,47,146,382,NULL
149,10,8,25,"NBA","SF",68,1,1161,162,410,0.395,24,64,0.375,138,346,0.399,0.424,53,62,0.855,52,158,210,61,39,47,58,185,401,NULL
149,11,15,24,"NBA","PF",59,3,970,162,359,0.451,5,18,0.278,157,341,0.46,0.458,33,46,0.717,68,101,169,33,24,33,43,126,362,NULL
149,13,15,22,"NBA","PF",80,9,1609,310,624,0.497,0,6,0,310,618,0.502,0.497,109,134,0.813,115,227,342,53,52,63,88,228,729,NULL
149,14,15,21,"NBA","PF",32,1,457,63,146,0.432,0,1,0,63,145,0.434,0.432,17,30,0.567,37,73,110,15,14,14,22,60,143,NULL
149,15,15,20,"NBA","PF",76,64,1464,191,436,0.438,0,2,0,191,434,0.44,0.438,40,60,0.667,108,238,346,43,52,52,47,206,422,NULL
150,60,17,22,"NBA","none",11,NULL,86,12,35,0.343,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,15,0.733,NULL,NULL,14,17,NULL,NULL,NULL,15,35,NULL
151,6,22,25,"NBA","SG",15,1,279,31,79,0.392,8,29,0.276,23,50,0.46,0.443,7,12,0.583,4,34,38,18,2,3,8,11,77,NULL
152,6,5,31,"NBA","C",4,0,61,2,6,0.333,0,0,NULL,2,6,0.333,0.333,0,1,0,2,8,10,1,1,2,4,6,4,NULL
152,6,19,31,"NBA","C",14,0,121,7,16,0.438,0,0,NULL,7,16,0.438,0.438,4,12,0.333,7,30,37,2,1,2,5,14,18,NULL
152,6,31,31,"NBA","C",18,0,182,9,22,0.409,0,0,NULL,9,22,0.409,0.409,4,13,0.308,9,38,47,3,2,4,9,20,22,NULL
152,7,19,30,"NBA","C",31,19,482,31,65,0.477,0,0,NULL,31,65,0.477,0.477,23,39,0.59,48,115,163,15,5,10,14,51,85,NULL
152,8,19,29,"NBA","C",68,64,1178,104,195,0.533,0,0,NULL,104,195,0.533,0.533,61,112,0.545,120,294,414,26,21,23,60,124,269,NULL
152,9,19,28,"NBA","C",76,76,1982,213,412,0.517,0,0,NULL,213,412,0.517,0.517,131,225,0.582,244,504,748,72,29,54,95,144,557,NULL
152,10,11,27,"NBA","C",48,19,968,101,190,0.532,0,0,NULL,101,190,0.532,0.532,78,126,0.619,101,277,378,25,14,37,59,92,280,NULL
152,11,11,26,"NBA","C",82,82,2464,332,614,0.541,0,1,0,332,613,0.542,0.541,168,299,0.562,275,681,956,75,46,87,173,223,832,NULL
152,12,5,25,"NBA","C",66,2,971,79,156,0.506,0,0,NULL,79,156,0.506,0.506,47,103,0.456,127,223,350,32,30,68,68,121,205,NULL
152,13,5,24,"NBA","C",82,0,989,78,141,0.553,0,0,NULL,78,141,0.553,0.553,73,145,0.503,112,194,306,32,20,56,64,153,229,NULL
153,26,25,31,"NBA","SG",30,5,443,19,54,0.352,0,2,0,19,52,0.365,0.352,28,39,0.718,21,47,68,38,19,5,35,39,66,NULL
153,27,8,30,"NBA","SG",1,0,9,2,3,0.667,0,0,NULL,2,3,0.667,0.667,2,2,1,0,0,0,0,0,0,4,0,6,NULL
153,27,12,30,"NBA","SG",41,0,822,79,183,0.432,7,24,0.292,72,159,0.453,0.451,68,86,0.791,25,73,98,90,17,6,42,122,233,NULL
153,27,31,30,"NBA","SG",43,0,838,81,186,0.435,7,24,0.292,74,162,0.457,0.454,70,88,0.795,25,73,98,90,17,6,46,123,239,NULL
153,27,44,30,"NBA","SG",1,0,7,0,0,NULL,0,0,NULL,0,0,NULL,NULL,0,0,NULL,0,0,0,0,0,0,0,1,0,NULL
153,28,33,29,"NBA","SG",69,2,1725,215,436,0.493,29,86,0.337,186,350,0.531,0.526,123,161,0.764,65,153,218,163,47,15,96,178,582,NULL
153,29,33,28,"NBA","SG",71,1,1721,248,504,0.492,31,94,0.33,217,410,0.529,0.523,176,238,0.739,65,116,181,176,49,13,85,191,703,NULL
153,30,33,27,"NBA","SG",80,3,1690,273,567,0.481,6,31,0.194,267,536,0.498,0.487,175,211,0.829,60,124,184,194,73,19,70,145,727,NULL
153,31,26,26,"NBA","SG",9,0,76,8,17,0.471,0,0,NULL,8,17,0.471,0.471,11,15,0.733,7,4,11,5,2,1,8,11,27,NULL
153,31,31,26,"NBA","SG",73,4,1129,152,309,0.492,2,6,0.333,150,303,0.495,0.495,105,149,0.705,62,99,161,122,40,19,69,135,411,NULL
153,31,33,26,"NBA","SG",64,4,1053,144,292,0.493,2,6,0.333,142,286,0.497,0.497,94,134,0.701,55,95,150,117,38,18,61,124,384,NULL
153,32,10,25,"NBA","SG",80,10,1496,193,379,0.509,1,10,0.1,192,369,0.52,0.511,111,160,0.694,89,144,233,188,47,23,84,128,498,NULL
153,33,10,24,"NBA","SG",7,0,85,12,25,0.48,0,0,NULL,12,25,0.48,0.48,9,11,0.818,7,4,11,13,2,0,6,21,33,NULL
153,36,23,21,"NBA","SG",14,2,234,22,74,0.297,0,0,NULL,22,74,0.297,0.297,8,11,0.727,6,16,22,33,10,6,12,12,52,NULL
154,25,16,31,"NBA","SF",33,13,415,20,62,0.323,8,29,0.276,12,33,0.364,0.387,5,8,0.625,10,34,44,10,17,3,13,58,53,NULL
154,26,16,30,"NBA","SF",46,12,681,39,122,0.32,21,74,0.284,18,48,0.375,0.406,12,19,0.632,28,73,101,29,27,12,26,107,111,NULL
154,27,16,29,"NBA","SF",78,30,1773,138,319,0.433,69,172,0.401,69,147,0.469,0.541,39,58,0.672,86,185,271,75,53,19,59,196,384,NULL
154,28,16,28,"NBA","SF",75,14,1897,157,391,0.402,99,237,0.418,58,154,0.377,0.528,45,57,0.789,113,211,324,121,48,61,82,271,458,NULL
