"idplayer","idseason","idteam","age","league","position","games","gamesstarter","minutesplayed","fieldgoals","fgattempts","fgperc","3PTSFG","3PFGAttempts","3PFGPerc","2PtsFG","2PFGAttempts","2PFGPerc","effectivegoalperc","freethrows","freethrowsattempts","ftperc","offrbds","defrbds","totalrbds","assists","steals","blocks","turnovers","fouls","points","tripledouble"
154,29,16,27,"NBA","SF",50,5,854,81,207,0.391,21,78,0.269,60,129,0.465,0.442,46,57,0.807,86,112,198,39,35,17,25,109,229,NULL
154,30,16,26,"NBA","SF",37,0,319,36,88,0.409,4,21,0.19,32,67,0.478,0.432,9,10,0.9,33,49,82,13,11,1,21,57,85,NULL
154,31,16,25,"NBA","SF",69,1,935,88,213,0.413,22,65,0.338,66,148,0.446,0.465,29,40,0.725,74,124,198,31,31,29,37,141,227,NULL
154,32,16,24,"NBA","SF",59,4,843,84,205,0.41,25,73,0.342,59,132,0.447,0.471,26,37,0.703,65,77,142,38,40,15,47,109,219,NULL
154,33,16,23,"NBA","SF",39,1,266,34,81,0.42,6,25,0.24,28,56,0.5,0.457,12,25,0.48,30,38,68,19,16,13,11,46,86,NULL
155,79,39,25,"NBA","none",7,NULL,46,2,15,0.133,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,5,NULL,NULL,NULL,12,5,NULL
156,75,9,26,"NBA","SG",18,NULL,160,17,47,0.362,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,12,0.833,NULL,NULL,24,19,NULL,NULL,NULL,24,44,NULL
156,77,20,24,"NBA","SG",25,NULL,288,36,88,0.409,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,27,0.778,NULL,NULL,42,32,NULL,NULL,NULL,39,93,NULL
157,14,9,35,"NBA","PG",40,11,644,57,157,0.363,22,73,0.301,35,84,0.417,0.433,25,27,0.926,5,24,29,91,17,0,32,53,161,NULL
157,15,8,34,"NBA","PG",14,0,115,9,27,0.333,5,17,0.294,4,10,0.4,0.426,4,4,1,0,6,6,28,2,1,10,5,27,NULL
157,15,21,34,"NBA","PG",19,0,297,25,86,0.291,10,40,0.25,15,46,0.326,0.349,11,12,0.917,5,13,18,31,8,1,13,22,71,NULL
157,15,31,34,"NBA","PG",33,0,412,34,113,0.301,15,57,0.263,19,56,0.339,0.367,15,16,0.938,5,19,24,59,10,2,23,27,98,NULL
157,16,8,33,"NBA","SG",24,0,352,42,122,0.344,25,79,0.316,17,43,0.395,0.447,4,9,0.444,3,28,31,47,9,1,10,27,113,NULL
157,17,15,32,"NBA","PG",75,23,2064,310,715,0.434,116,306,0.379,194,409,0.474,0.515,252,311,0.81,18,121,139,346,50,4,127,136,988,NULL
157,18,15,31,"NBA","PG",43,39,1161,160,399,0.401,64,182,0.352,96,217,0.442,0.481,107,132,0.811,11,64,75,129,29,2,57,94,491,NULL
157,18,30,31,"NBA","SG",28,2,552,66,174,0.379,33,92,0.359,33,82,0.402,0.474,22,31,0.71,12,33,45,69,14,0,30,58,187,NULL
157,18,31,31,"NBA","PG,SG",71,41,1713,226,573,0.394,97,274,0.354,129,299,0.431,0.479,129,163,0.791,23,97,120,198,43,2,87,152,678,NULL
157,19,14,30,"NBA","PG",82,82,2903,388,910,0.426,176,455,0.387,212,455,0.466,0.523,163,203,0.803,31,166,197,358,73,2,151,181,1115,NULL
157,20,2,29,"NBA","PG",24,24,793,104,249,0.418,39,111,0.351,65,138,0.471,0.496,42,54,0.778,3,42,45,128,26,1,44,42,289,NULL
157,20,9,29,"NBA","PG",40,0,751,88,235,0.374,42,130,0.323,46,105,0.438,0.464,31,43,0.721,6,42,48,95,19,1,48,60,249,NULL
157,20,31,29,"NBA","PG",64,24,1544,192,484,0.397,81,241,0.336,111,243,0.457,0.48,73,97,0.753,9,84,93,223,45,2,92,102,538,NULL
157,21,9,28,"NBA","PG",65,7,1398,168,465,0.361,86,242,0.355,82,223,0.368,0.454,40,49,0.816,21,75,96,175,27,4,77,108,462,NULL
157,22,9,27,"NBA","PG",79,62,2285,368,790,0.466,138,336,0.411,230,454,0.507,0.553,83,120,0.692,31,127,158,263,72,11,128,177,957,NULL
157,23,9,26,"NBA","PG",81,75,2363,380,952,0.399,121,339,0.357,259,613,0.423,0.463,90,130,0.692,28,145,173,330,67,5,149,184,971,NULL
157,24,22,25,"NBA","PG",82,0,1626,314,741,0.424,57,163,0.35,257,578,0.445,0.462,97,133,0.729,20,106,126,306,52,3,142,137,782,NULL
158,58,52,34,"NBA","PG",34,NULL,321,22,54,0.407,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24,41,0.585,NULL,NULL,40,58,NULL,NULL,NULL,59,68,0
158,60,52,33,"NBA","PG",45,NULL,676,78,202,0.386,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,113,0.664,NULL,NULL,74,142,NULL,NULL,NULL,103,231,0
158,62,52,32,"NBA","PG",51,NULL,1516,162,359,0.451,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95,149,0.638,NULL,NULL,181,306,NULL,NULL,NULL,183,419,1
158,64,52,31,"NBA","PG",67,NULL,1992,252,540,0.467,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,216,0.694,NULL,NULL,276,390,NULL,NULL,NULL,284,654,0
158,66,52,30,"NBA","PG",69,NULL,1764,212,467,0.454,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,151,0.583,NULL,NULL,321,269,NULL,NULL,NULL,265,512,0
158,67,52,29,"NBA","PG",79,NULL,2053,364,724,0.503,NULL,NULL,NULL,NULL,NULL,NULL,NULL,154,252,0.611,NULL,NULL,322,225,NULL,NULL,NULL,265,882,0
158,68,52,28,"NBA","PG",73,NULL,1733,254,662,0.384,NULL,NULL,NULL,NULL,NULL,NULL,NULL,171,274,0.624,NULL,NULL,239,205,NULL,NULL,NULL,242,679,0
158,69,52,27,"NBA","PG",70,NULL,1883,289,640,0.452,NULL,NULL,NULL,NULL,NULL,NULL,NULL,185,275,0.673,NULL,NULL,236,197,NULL,NULL,NULL,249,763,0
158,70,52,26,"NBA","PG",71,NULL,1876,301,630,0.478,NULL,NULL,NULL,NULL,NULL,NULL,NULL,133,206,0.646,NULL,NULL,205,184,NULL,NULL,NULL,253,735,0
158,71,67,25,"NBA","PG",75,NULL,2468,343,724,0.474,NULL,NULL,NULL,NULL,NULL,NULL,NULL,158,267,0.592,NULL,NULL,355,333,NULL,NULL,NULL,279,844,0
158,72,67,24,"NBA","PG",77,NULL,1544,222,543,0.409,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97,162,0.599,NULL,NULL,214,174,NULL,NULL,NULL,235,541,0
159,86,69,30,"BAA","none",30,NULL,NULL,23,91,0.253,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,35,0.543,NULL,NULL,NULL,20,NULL,NULL,NULL,46,65,NULL
160,18,22,37,"NBA","SF",36,3,385,25,73,0.342,0,0,NULL,25,73,0.342,0.342,21,30,0.7,18,35,53,23,12,6,11,40,71,NULL
160,19,22,36,"NBA","SF",55,7,663,68,167,0.407,0,0,NULL,68,167,0.407,0.407,57,77,0.74,45,54,99,36,23,8,31,83,193,NULL
160,20,50,35,"NBA","SF",69,24,1416,143,347,0.412,1,7,0.143,142,340,0.418,0.414,110,139,0.791,52,122,174,85,55,15,76,114,397,NULL
160,21,50,34,"NBA","SG",70,3,862,79,192,0.411,0,7,0,79,185,0.427,0.411,54,72,0.75,26,93,119,69,27,9,40,80,212,NULL
160,22,4,33,"NBA","SG",77,3,1319,140,328,0.427,0,3,0,140,325,0.431,0.427,77,101,0.762,59,166,225,103,56,12,54,115,357,NULL
160,23,25,32,"NBA","SG",66,23,1182,127,266,0.477,0,4,0,127,262,0.485,0.477,57,87,0.655,60,99,159,98,48,21,48,105,311,NULL
160,24,25,31,"NBA","SG",59,0,692,83,175,0.474,0,2,0,83,173,0.48,0.474,37,55,0.673,42,74,116,53,27,11,38,69,203,NULL
160,25,25,30,"NBA","SF",48,21,874,78,174,0.448,0,2,0,78,172,0.453,0.448,52,76,0.684,47,78,125,58,57,18,30,81,208,NULL
160,26,25,29,"NBA","SG",71,23,1445,154,372,0.414,1,7,0.143,153,365,0.419,0.415,94,156,0.603,104,131,235,88,57,32,81,144,403,NULL
160,27,9,28,"NBA","SG",20,3,292,31,77,0.403,0,0,NULL,31,77,0.403,0.403,28,41,0.683,14,35,49,15,10,10,27,29,90,NULL
160,27,25,28,"NBA","SG",40,7,650,74,143,0.517,0,0,NULL,74,143,0.517,0.517,41,56,0.732,33,56,89,41,32,7,37,58,189,NULL
160,27,31,28,"NBA","SG",60,10,942,105,220,0.477,0,0,NULL,105,220,0.477,0.477,69,97,0.711,47,91,138,56,42,17,64,87,279,NULL
160,28,1,27,"NBA","SF",77,49,2294,362,738,0.491,1,4,0.25,361,734,0.492,0.491,251,317,0.792,137,167,304,137,106,31,138,188,976,NULL
160,29,1,26,"NBA","SG",76,76,2362,397,876,0.453,7,26,0.269,390,850,0.459,0.457,252,346,0.728,157,211,368,197,100,47,152,163,1053,NULL
160,30,1,25,"NBA","SG",82,82,2605,439,861,0.51,1,7,0.143,438,854,0.513,0.51,333,436,0.764,178,216,394,187,149,45,147,179,1212,NULL
160,31,1,24,"NBA","SG",73,66,2112,397,792,0.501,0,4,0,397,788,0.504,0.501,227,307,0.739,141,146,287,170,91,18,157,141,1021,NULL
160,32,1,23,"NBA","SG",82,82,2505,440,899,0.489,1,6,0.167,439,893,0.492,0.49,213,320,0.666,191,229,420,201,124,27,181,161,1094,NULL
161,2,11,34,"NBA","PG",34,2,510,55,136,0.404,39,96,0.406,16,40,0.4,0.548,33,38,0.868,7,34,41,74,10,0,45,17,182,NULL
161,2,14,34,"NBA","PG",21,0,373,39,86,0.453,29,68,0.426,10,18,0.556,0.622,5,5,1,4,23,27,33,7,1,11,22,112,NULL
161,2,31,34,"NBA","PG",55,2,883,94,222,0.423,68,164,0.415,26,58,0.448,0.577,38,43,0.884,11,57,68,107,17,1,56,39,294,NULL
161,3,11,33,"NBA","PG",20,6,416,64,151,0.424,34,88,0.386,30,63,0.476,0.536,49,54,0.907,9,35,44,78,8,0,31,23,211,NULL
161,3,17,33,"NBA","PG",37,6,713,71,192,0.37,49,129,0.38,22,63,0.349,0.497,36,40,0.9,11,39,50,110,20,1,34,33,227,NULL
161,3,31,33,"NBA","PG",57,12,1129,135,343,0.394,83,217,0.382,52,126,0.413,0.515,85,94,0.904,20,74,94,188,28,1,65,56,438,NULL
161,4,22,32,"NBA","PG",57,13,1420,184,461,0.399,70,201,0.348,114,260,0.438,0.475,161,181,0.89,22,100,122,262,34,1,86,72,599,NULL
161,5,22,31,"NBA","PG",81,81,2269,318,677,0.47,131,311,0.421,187,366,0.511,0.566,181,209,0.866,41,162,203,426,52,4,128,115,948,NULL
161,6,22,30,"NBA","PG",75,36,1760,244,540,0.452,114,272,0.419,130,268,0.485,0.557,164,189,0.868,30,130,160,287,54,0,123,94,766,NULL
161,7,22,29,"NBA","PG",78,20,1538,195,517,0.377,95,274,0.347,100,243,0.412,0.469,131,161,0.814,15,102,117,209,31,1,90,101,616,NULL
161,8,8,28,"NBA","PG",28,0,659,102,229,0.445,44,107,0.411,58,122,0.475,0.541,77,94,0.819,3,49,52,132,25,2,54,44,325,NULL
161,8,21,28,"NBA","PG",34,0,519,46,121,0.38,24,61,0.393,22,60,0.367,0.479,26,34,0.765,5,38,43,66,13,2,30,41,142,NULL
161,8,31,28,"NBA","PG",62,0,1178,148,350,0.423,68,168,0.405,80,182,0.44,0.52,103,128,0.805,8,87,95,198,38,4,84,85,467,NULL
161,9,9,27,"NBA","PG",54,13,1287,189,461,0.41,49,150,0.327,140,311,0.45,0.463,147,169,0.87,13,87,100,265,33,2,110,61,574,NULL
161,9,21,27,"NBA","PG",28,1,677,69,186,0.371,34,96,0.354,35,90,0.389,0.462,31,36,0.861,7,54,61,88,16,1,35,32,203,NULL
161,9,31,27,"NBA","PG",82,14,1964,258,647,0.399,83,246,0.337,175,401,0.436,0.463,178,205,0.868,20,141,161,353,49,3,145,93,777,NULL
161,10,5,26,"NBA","PG",61,9,1857,291,694,0.419,132,321,0.411,159,373,0.426,0.514,195,221,0.882,15,111,126,303,52,3,116,140,909,NULL
161,10,28,26,"NBA","PG",10,0,82,7,24,0.292,1,11,0.091,6,13,0.462,0.313,6,6,1,0,4,4,10,1,0,9,7,21,NULL
161,10,31,26,"NBA","PG",71,9,1939,298,718,0.415,133,332,0.401,165,386,0.427,0.508,201,227,0.885,15,115,130,313,53,3,125,147,930,NULL
161,11,12,25,"NBA","PG",76,5,1226,103,294,0.35,67,190,0.353,36,104,0.346,0.464,83,99,0.838,20,71,91,170,34,3,68,64,356,NULL
161,12,47,24,"NBA","PG",48,46,1408,183,487,0.376,61,179,0.341,122,308,0.396,0.438,105,120,0.875,24,85,109,307,36,1,110,65,532,NULL
161,13,47,23,"NBA","PG",82,82,2757,399,958,0.416,111,333,0.333,288,625,0.461,0.474,269,297,0.906,38,187,225,498,54,3,155,152,1178,NULL
161,14,47,22,"NBA","PG",80,2,1472,168,435,0.386,70,178,0.393,98,257,0.381,0.467,102,131,0.779,11,86,97,193,45,5,74,127,508,NULL
161,15,47,21,"NBA","PG",72,12,1908,267,621,0.43,108,246,0.439,159,375,0.424,0.517,208,233,0.893,17,116,133,250,42,2,119,140,850,NULL
162,16,22,23,"NBA","PF",25,0,149,18,34,0.529,0,0,NULL,18,34,0.529,0.529,4,8,0.5,16,14,30,2,5,2,6,18,40,NULL
162,17,22,22,"NBA","PF",2,0,7,1,3,0.333,0,0,NULL,1,3,0.333,0.333,0,0,NULL,1,2,3,2,0,0,0,2,2,NULL
163,22,15,32,"NBA","C",21,8,307,36,92,0.391,0,3,0,36,89,0.404,0.391,4,4,1,11,60,71,13,9,5,11,36,76,NULL
163,23,35,31,"NBA","C",52,16,845,96,270,0.356,6,24,0.25,90,246,0.366,0.367,28,40,0.7,50,172,222,58,20,23,54,94,226,NULL
163,24,30,30,"NBA","C",59,23,1173,151,352,0.429,1,4,0.25,150,348,0.431,0.43,94,137,0.686,64,218,282,74,17,38,107,128,397,NULL
163,25,22,29,"NBA","C",49,49,1259,185,453,0.408,2,7,0.286,183,446,0.41,0.411,105,157,0.669,83,154,237,89,47,35,114,125,477,NULL
163,26,13,28,"NBA","C",26,25,895,154,339,0.454,0,5,0,154,334,0.461,0.454,88,135,0.652,80,147,227,88,18,22,89,69,396,NULL
163,26,16,28,"NBA","C",52,25,1371,252,532,0.474,0,3,0,252,529,0.476,0.474,155,228,0.68,119,211,330,87,43,34,117,162,659,NULL
163,26,31,28,"NBA","C",78,50,2266,406,871,0.466,0,8,0,406,863,0.47,0.466,243,363,0.669,199,358,557,175,61,56,206,231,1055,NULL
163,27,16,27,"NBA","C",82,17,1881,321,639,0.502,0,3,0,321,636,0.505,0.502,150,226,0.664,136,342,478,101,45,43,161,244,792,NULL
163,30,23,24,"NBA","C",14,0,201,29,66,0.439,0,1,0,29,65,0.446,0.439,14,23,0.609,25,44,69,17,5,10,17,29,72,NULL
163,31,29,23,"NBA","C",46,3,306,50,112,0.446,0,1,0,50,111,0.45,0.446,29,44,0.659,38,41,79,6,8,14,23,60,129,NULL
163,32,29,22,"NBA","C",31,0,112,21,46,0.457,0,0,NULL,21,46,0.457,0.457,19,30,0.633,11,24,35,5,2,2,8,20,61,NULL
164,64,60,23,"ABA","SG",41,NULL,692,108,279,0.387,0,11,0,108,268,0.403,0.387,101,140,0.721,NULL,NULL,64,58,NULL,NULL,57,110,317,NULL
164,66,70,22,"NBA","SG",4,NULL,61,5,22,0.227,NULL,NULL,NULL,5,22,0.227,0.227,13,16,0.813,NULL,NULL,7,4,NULL,NULL,NULL,12,23,NULL
165,40,9,22,"NBA","SF",7,0,28,6,13,0.462,0,0,NULL,6,13,0.462,0.462,0,0,NULL,2,1,3,1,1,1,3,7,12,NULL
166,1,30,22,"NBA","SF",27,24,685,78,192,0.406,22,81,0.272,56,111,0.505,0.464,30,41,0.732,25,116,141,71,22,18,37,81,208,NULL
166,2,30,21,"NBA","SF",82,8,1984,250,579,0.432,82,259,0.317,168,320,0.525,0.503,103,136,0.757,52,373,425,167,59,44,87,190,685,NULL
166,3,30,20,"NBA","SF",54,32,1257,130,312,0.417,53,168,0.315,77,144,0.535,0.502,29,45,0.644,22,240,262,63,32,15,33,140,342,NULL
167,24,13,30,"NBA","PF",49,3,377,29,96,0.302,0,0,NULL,29,96,0.302,0.302,23,32,0.719,23,51,74,11,16,15,24,62,81,NULL
167,25,29,29,"NBA","PF",5,0,44,4,13,0.308,0,0,NULL,4,13,0.308,0.308,1,2,0.5,8,4,12,1,2,0,7,6,9,NULL
167,28,35,26,"NBA","PF",71,32,1586,179,466,0.384,0,0,NULL,179,466,0.384,0.384,57,77,0.74,108,247,355,69,30,42,107,202,415,NULL
167,29,22,25,"NBA","PF",71,3,1066,105,244,0.43,0,0,NULL,105,244,0.43,0.43,48,75,0.64,97,196,293,41,28,50,53,170,258,NULL
167,30,17,24,"NBA","PF",33,20,695,92,228,0.404,0,0,NULL,92,228,0.404,0.404,61,79,0.772,60,94,154,33,16,20,43,60,245,NULL
167,30,22,24,"NBA","PF",41,20,676,58,170,0.341,0,0,NULL,58,170,0.341,0.341,28,44,0.636,84,100,184,32,17,11,42,87,144,NULL
167,30,31,24,"NBA","PF",74,40,1371,150,398,0.377,0,0,NULL,150,398,0.377,0.377,89,123,0.724,144,194,338,65,33,31,85,147,389,NULL
167,31,17,23,"NBA","PF",82,78,2285,347,802,0.433,0,2,0,347,800,0.434,0.433,112,172,0.651,180,332,512,91,57,73,140,237,806,NULL
168,46,31,25,"NBA","SG",55,NULL,1085,198,484,0.409,NULL,NULL,NULL,198,484,0.409,0.409,100,141,0.709,17,66,83,196,39,9,143,123,496,NULL
168,46,34,25,"NBA","SG",34,NULL,676,129,296,0.436,NULL,NULL,NULL,129,296,0.436,0.436,64,96,0.667,10,40,50,128,22,8,88,86,322,NULL
168,46,44,25,"NBA","SG",21,NULL,409,69,188,0.367,NULL,NULL,NULL,69,188,0.367,0.367,36,45,0.8,7,26,33,68,17,1,55,37,174,NULL
168,47,34,24,"NBA","SG",75,NULL,1136,234,619,0.378,NULL,NULL,NULL,234,619,0.378,0.378,121,169,0.716,20,58,78,134,30,5,NULL,127,589,NULL
168,48,49,23,"ABA","SG",78,NULL,2272,546,1274,0.429,40,128,0.313,506,1146,0.442,0.444,266,346,0.769,55,158,213,297,106,22,221,208,1398,NULL
168,50,49,22,"ABA","SG",84,NULL,2031,422,1014,0.416,7,47,0.149,415,967,0.429,0.42,249,320,0.778,51,134,185,319,87,13,232,212,1100,NULL
168,52,71,21,"ABA","SG",74,NULL,1639,343,912,0.376,9,50,0.18,334,862,0.387,0.381,156,224,0.696,44,77,121,132,63,6,137,166,851,NULL
169,22,18,22,"NBA","PG",28,0,258,26,90,0.289,6,35,0.171,20,55,0.364,0.322,13,19,0.684,4,20,24,36,7,0,19,17,71,NULL
169,23,18,21,"NBA","PG",55,0,463,55,144,0.382,16,59,0.271,39,85,0.459,0.438,28,36,0.778,5,24,29,75,13,4,45,48,154,NULL
169,24,18,20,"NBA","PG",59,1,484,56,181,0.309,18,63,0.286,38,118,0.322,0.359,24,36,0.667,8,32,40,88,14,2,42,60,154,NULL
170,42,25,33,"NBA","C",10,3,121,5,15,0.333,0,0,NULL,5,15,0.333,0.333,5,9,0.556,7,7,14,8,1,2,6,28,15,NULL
170,43,33,32,"NBA","C",47,NULL,607,44,93,0.473,0,0,NULL,44,93,0.473,0.473,14,20,0.7,33,75,108,54,12,8,33,85,102,NULL
170,44,5,31,"NBA","C",26,NULL,560,27,60,0.45,0,0,NULL,27,60,0.45,0.45,32,50,0.64,29,86,115,40,12,15,27,66,86,NULL
170,45,2,30,"NBA","C",23,NULL,247,17,44,0.386,NULL,NULL,NULL,17,44,0.386,0.386,16,20,0.8,13,34,47,20,3,6,21,37,50,NULL
170,45,31,30,"NBA","C",63,NULL,746,44,107,0.411,NULL,NULL,NULL,44,107,0.411,0.411,41,56,0.732,42,109,151,69,16,13,52,106,129,NULL
170,45,33,30,"NBA","C",40,NULL,499,27,63,0.429,NULL,NULL,NULL,27,63,0.429,0.429,25,36,0.694,29,75,104,49,13,7,31,69,79,NULL
170,46,24,29,"NBA","C",81,NULL,1623,112,264,0.424,NULL,NULL,NULL,112,264,0.424,0.424,69,109,0.633,97,205,302,163,19,25,127,153,293,NULL
170,47,24,28,"NBA","C",72,NULL,1760,160,373,0.429,NULL,NULL,NULL,160,373,0.429,0.429,91,126,0.722,111,245,356,182,23,31,NULL,170,411,NULL
170,48,24,27,"NBA","C",74,NULL,1376,142,304,0.467,NULL,NULL,NULL,142,304,0.467,0.467,75,109,0.688,93,200,293,159,21,22,NULL,153,359,NULL
170,50,24,26,"NBA","C",82,NULL,2837,339,722,0.47,NULL,NULL,NULL,339,722,0.47,0.47,132,195,0.677,242,462,704,342,60,52,NULL,227,810,NULL
170,52,5,25,"NBA","C",68,NULL,756,65,123,0.528,NULL,NULL,NULL,65,123,0.528,0.528,54,94,0.574,49,125,174,86,22,14,NULL,128,184,NULL
170,54,5,24,"NBA","C",79,NULL,1650,143,298,0.48,NULL,NULL,NULL,143,298,0.48,0.48,85,149,0.57,NULL,NULL,433,222,NULL,NULL,NULL,226,371,NULL
170,54,23,24,"NBA","C",3,NULL,37,3,7,0.429,NULL,NULL,NULL,3,7,0.429,0.429,1,4,0.25,NULL,NULL,14,2,NULL,NULL,NULL,8,7,NULL
170,54,31,24,"NBA","C",82,NULL,1687,146,305,0.479,NULL,NULL,NULL,146,305,0.479,0.479,86,153,0.562,NULL,NULL,447,224,NULL,NULL,NULL,234,378,NULL
170,56,23,23,"NBA","C",58,NULL,794,98,222,0.441,NULL,NULL,NULL,98,222,0.441,0.441,49,76,0.645,NULL,NULL,248,51,NULL,NULL,NULL,141,245,NULL
170,58,23,22,"NBA","C",70,NULL,1292,200,421,0.475,NULL,NULL,NULL,200,421,0.475,0.475,104,157,0.662,NULL,NULL,430,89,NULL,NULL,NULL,211,504,NULL
171,2,30,21,"NBA","SG",7,0,20,1,6,0.167,0,1,0,1,5,0.2,0.167,0,0,NULL,1,2,3,4,0,0,0,0,2,NULL
172,10,1,28,"NBA","C",26,14,429,52,102,0.51,0,0,NULL,52,102,0.51,0.51,8,20,0.4,42,83,125,28,25,10,29,47,112,NULL
172,11,17,27,"NBA","C",12,0,163,25,42,0.595,0,0,NULL,25,42,0.595,0.595,1,12,0.083,20,39,59,12,9,4,9,24,51,NULL
172,11,22,27,"NBA","C",43,3,571,67,125,0.536,0,0,NULL,67,125,0.536,0.536,19,38,0.5,40,100,140,59,13,13,38,83,153,NULL
172,11,31,27,"NBA","C",55,3,734,92,167,0.551,0,0,NULL,92,167,0.551,0.551,20,50,0.4,60,139,199,71,22,17,47,107,204,NULL
172,12,50,26,"NBA","PF",54,24,1088,140,261,0.536,0,1,0,140,260,0.538,0.536,39,63,0.619,86,179,265,74,53,46,46,118,319,NULL
173,8,13,28,"NBA","C",17,0,107,12,23,0.522,0,1,0,12,22,0.545,0.522,6,6,1,4,18,22,5,0,3,6,18,30,NULL
173,9,27,27,"NBA","PF",51,0,383,55,95,0.579,0,0,NULL,55,95,0.579,0.579,27,36,0.75,37,80,117,14,8,8,26,60,137,NULL
173,10,27,26,"NBA","PF",73,10,952,101,174,0.58,0,0,NULL,101,174,0.58,0.58,38,55,0.691,89,169,258,60,13,25,63,146,240,NULL
173,11,12,25,"NBA","PF",37,0,369,61,126,0.484,2,4,0.5,59,122,0.484,0.492,21,23,0.913,29,75,104,15,6,12,23,44,145,NULL
173,12,12,24,"NBA","C",20,1,106,15,36,0.417,0,0,NULL,15,36,0.417,0.417,4,7,0.571,12,21,33,4,3,2,2,16,34,NULL
173,14,25,22,"NBA","C",39,4,405,43,65,0.662,0,0,NULL,43,65,0.662,0.662,18,20,0.9,25,73,98,1,7,16,12,76,104,NULL
174,1,24,24,"NBA","C",24,24,703,178,284,0.627,4,13,0.308,174,271,0.642,0.634,49,68,0.721,69,163,232,51,13,20,49,68,409,NULL
174,2,24,23,"NBA","C",58,58,1713,442,697,0.634,7,19,0.368,435,678,0.642,0.639,106,142,0.746,149,444,593,84,40,40,91,142,997,NULL
174,3,24,22,"NBA","C",69,69,2115,430,687,0.626,4,20,0.2,426,667,0.639,0.629,133,173,0.769,228,499,727,99,41,81,103,196,997,NULL
174,4,24,21,"NBA","C",38,32,1236,310,568,0.546,3,13,0.231,307,555,0.553,0.548,67,89,0.753,147,289,436,72,26,58,80,117,690,NULL
174,5,24,20,"NBA","C",71,70,2183,509,870,0.585,0,4,0,509,866,0.588,0.585,141,189,0.746,223,506,729,125,61,67,126,209,1159,NULL
175,12,7,28,"NBA","SG",3,0,18,3,8,0.375,1,3,0.333,2,5,0.4,0.438,0,0,NULL,0,0,0,0,1,0,4,1,7,NULL
175,14,10,26,"NBA","SF",9,7,231,48,88,0.545,10,27,0.37,38,61,0.623,0.602,19,28,0.679,12,29,41,10,5,9,7,16,125,NULL
175,15,10,25,"NBA","SF",74,51,2375,392,845,0.464,94,210,0.448,298,635,0.469,0.52,185,229,0.808,112,258,370,117,57,50,95,183,1063,NULL
175,16,10,24,"NBA","SG",81,17,1732,261,587,0.445,71,195,0.364,190,392,0.485,0.505,99,138,0.717,107,217,324,75,45,34,58,159,692,NULL
175,17,10,23,"NBA","SG",41,9,669,98,220,0.445,34,79,0.43,64,141,0.454,0.523,61,78,0.782,26,68,94,28,22,10,39,49,291,NULL
176,1,29,23,"NBA","C",9,0,35,7,8,0.875,0,0,NULL,7,8,0.875,0.875,2,6,0.333,4,12,16,3,2,2,2,2,16,NULL
176,2,29,22,"NBA","C",17,6,195,37,49,0.755,0,0,NULL,37,49,0.755,0.755,6,11,0.545,18,53,71,0,1,11,12,25,80,NULL
176,3,29,21,"NBA","C",15,0,57,4,9,0.444,0,0,NULL,4,9,0.444,0.444,8,10,0.8,4,9,13,0,1,4,3,9,16,NULL
